+-------+--------------------+--------------------+--------------------+
| Epoch |     total_loss     |      dt_loss       |     type_loss      |
+-------+--------------------+--------------------+--------------------+
|   1   | 97.70369846441807  | 17.86807753929725  | 79.83562158046625  |
|   2   | 96.53701394105569  | 16.334492455506936 | 80.20252032940205  |
|   3   |  96.0533936329377  | 15.945367104946039 | 80.10802530141977  |
|   4   | 94.69084778614533  | 15.71997201968462  | 78.97087723169571  |
|   5   | 92.79805883163061  | 15.462544528276492 | 77.33551292223808  |
|   6   | 92.46086465688852  | 15.205810524378068 | 77.25505361703726  |
|   7   |  90.4669191800631  | 14.982715589083158 | 75.48420212183242  |
|   8   | 89.79727798853165  | 14.714648949060685 | 75.08262905023037  |
|   9   | 88.52712845239884  | 14.393004151368752 | 74.13412565573668  |
|   10  |  87.4165853099334  | 14.215042485946263 | 73.20154319567558  |
|   11  | 85.42135169396033  | 13.97609557616405  | 71.44525687975761  |
|   12  | 84.76393811348157  | 13.720430641174316 | 71.04350780780499  |
|   13  | 83.24876352945964  | 13.39431443923559  | 69.85444813263722  |
|   14  | 81.84640006040915  | 13.031363220214844 | 68.81503596379207  |
|   15  |  80.4935255862505  | 12.58188030634171  | 67.91164676764072  |
|   16  | 79.32540550036308  | 12.210029243077987 | 67.11537636390099  |
|   17  | 78.03979359944661  | 11.94917071318015  |  66.0906228089944  |
|   18  | 77.84976103171324  | 11.789665855994592 |  66.0600960521209  |
|   19  | 77.37514877710586  | 11.668219659267328 | 65.70692967341496  |
|   20  | 77.67376413198618  | 11.607509093651405 |  66.0662549610627  |
|   21  | 76.61772888966095  | 11.535473500765287 |  65.082256250626   |
|   22  | 76.55783883901742  | 11.464226165184607 | 65.09361315996219  |
|   23  | 76.06787596873748  | 11.467587196154472 | 64.60028892321465  |
|   24  | 75.70514506022135  |  11.389735791133   | 64.31540940504807  |
|   25  | 75.69316817846054  | 11.388533688080617 | 64.30463294396034  |
|   26  | 75.14073588053385  | 11.356211664248736 | 63.78452491955879  |
|   27  | 75.13758178710937  | 11.376198397905398 | 63.76138307229066  |
|   28  | 75.83720102945964  | 11.38925822820419  | 64.44794272398337  |
|   29  | 75.58035229805188  | 11.333182286971654 | 64.24716907990285  |
|   30  | 75.69481953938802  | 11.373090861393855 | 64.32172889122596  |
|   31  | 74.51369907476963  | 11.36796028137207  | 63.145737500313004 |
|   32  | 75.85656384590345  | 11.309555924244416 | 64.54701013809596  |
|   33  |  75.0794337502504  | 11.354896181546724 | 63.72453599196214  |
|   34  | 75.46634702242338  | 11.353779019086788 | 64.11256663004558  |
|   35  | 75.67483043964093  | 11.32179419493064  | 64.35303468361879  |
|   36  | 74.72910969269581  | 11.36573514987261  | 63.36337446163862  |
|   37  | 74.78975060878656  | 11.323348199893267 | 63.46640141413762  |
|   38  | 74.96836605756711  | 11.329572042807554 | 63.63879349928636  |
|   39  | 74.85430343236679  | 11.283898995228302 | 63.570405582525794 |
|   40  |  74.7371327718099  | 11.271717851100824 | 63.46541446783604  |
|   41  | 74.24116818159054  | 11.284620470878405 | 62.956547264685994 |
|   42  |  74.3605349261944  | 11.14766235938439  | 63.21287284655449  |
|   43  | 73.97780972211788  | 11.177505868765024 |  62.800302734375   |
|   44  | 73.76652353922526  | 11.063831945566031 | 62.70268999539889  |
|   45  | 73.32007817195012  | 11.010900162916917 | 62.30917700743064  |
|   46  | 72.90754932892628  | 10.86844053317339  | 62.039110213059644 |
|   47  |  72.6919790649414  | 10.665795172666892 | 62.026185048421226 |
|   48  | 71.88714473626553  | 10.467008969233586 | 61.42013525547125  |
|   49  | 72.31725825383113  | 10.267061492724297 | 62.05019708877955  |
|   50  |  71.3300200398763  | 10.006297908685147 | 61.323721998165816 |
|   51  |  71.8599908212515  |  9.81561893365322  | 62.04437097793971  |
|   52  | 70.11569033109225  | 9.691113345806416  | 60.42457802014473  |
|   53  |  69.4165430078751  | 9.475470434335563  | 59.94107261070838  |
|   54  | 69.14571289845001  | 9.358839562244905  | 59.78687199519231  |
|   55  | 69.74338219275842  | 9.386769083463228  | 60.35661311614208  |
|   56  | 69.29454024877303  | 9.297399690090081  | 59.99714045597957  |
|   57  | 68.92247677534054  |  9.11263568780361  | 59.809840052678034 |
|   58  | 68.11489634978466  | 9.028129033797827  | 59.08676530886919  |
|   59  | 68.54546896127555  | 8.915482326409755  | 59.62998782818134  |
|   60  | 68.05022091205304  |  8.85712797018198  | 59.19309276874249  |
|   61  |  68.1353360924354  | 8.816340666550856  | 59.31899670723157  |
|   62  | 67.68737576998197  | 8.860472797491612  | 58.82690294705905  |
|   63  | 68.43202755659054  | 8.780171245672763  | 59.651854760585685 |
|   64  | 67.33202991974659  | 8.682562813392053  | 58.64946620060847  |
|   65  | 67.87550551976913  | 8.624078608781863  | 59.251429087320965 |
|   66  | 67.49343895545373  | 8.644660279689692  | 58.84877712934445  |
|   67  | 67.47447120079627  | 8.537786633418156  | 58.93668514545147  |
|   68  | 66.99552846272786  |  8.48663813273112  | 58.50889026739659  |
|   69  | 67.07857322497246  |  8.45199711726262  | 58.626575915996845 |
|   70  | 67.63556779127855  |  8.38035927112286  | 59.25520736694336  |
|   71  | 67.06843728089945  | 8.322198571425218  | 58.74624059432592  |
|   72  |  66.598251170623   |  8.30691845527062  | 58.29133391942733  |
|   73  | 66.23717213557316  | 8.245490619952863  | 57.99168409689879  |
|   74  | 66.80387801732772  |  8.14964754202427  | 58.65422905555138  |
|   75  | 66.84057191897661  | 8.109753997998359  | 58.73081850100786  |
|   76  | 66.66454381698217  | 8.089125167651055  | 58.57541831774589  |
|   77  | 66.99011758657602  | 7.992365735860972  | 58.99775185218224  |
