+-------+--------------------+--------------------+-----------------------+
| Epoch |     total_loss     |      dt_loss       |       type_loss       |
+-------+--------------------+--------------------+-----------------------+
|   1   | 18.105643134483923 | 18.10564207419371  | 1.553554293539678e-06 |
|   2   | 16.502669210189428 | 16.502667803642076 | 1.553554293539678e-06 |
|   3   | 16.10273140736115  | 16.10272950001252  | 1.553554293539678e-06 |
|   4   | 15.76104271521935  | 15.761040855798965 | 1.553554293539678e-06 |
|   5   | 15.537512662838667 | 15.537511160434821 | 1.553554293539678e-06 |
|   6   | 15.089128796504093 | 15.089126734611316 | 1.553554293539678e-06 |
|   7   | 14.884375687623635 | 14.884374155875964 | 1.553554293539678e-06 |
|   8   | 14.545269863422101 | 14.545268206474109 | 1.553554293539678e-06 |
|   9   | 14.474118395096216 | 14.474116458403758 | 1.553554293539678e-06 |
|   10  | 14.367469991048177 | 14.367468208899865 | 1.553554293539678e-06 |
|   11  | 14.410584749075083 | 14.410583217327412 | 1.553554293539678e-06 |
|   12  |  14.3330856244992  | 14.333083967551207 | 1.553554293539678e-06 |
|   13  | 14.313417523701986 | 14.313415896097819 | 1.553554293539678e-06 |
|   14  | 14.275714514316657 | 14.275712684240096 | 1.553554293539678e-06 |
|   15  | 14.296799156971467 | 14.296797374823155 | 1.553554293539678e-06 |
|   16  | 14.253311196351662 | 14.253309664603991 | 1.553554293539678e-06 |
|   17  | 14.36564244588216  | 14.365640461261457 | 1.553554293539678e-06 |
|   18  | 14.19254714281131  | 14.19254561106364  | 1.553554293539678e-06 |
|   19  | 14.302648638211764 | 14.302646981263772 | 1.553554293539678e-06 |
|   20  | 14.096286952678973 | 14.096285343659229 | 1.553554293539678e-06 |
|   21  | 14.231648316994692 |  14.2316466600467  | 1.553554293539678e-06 |
|   22  | 14.102491737756974 | 14.102489753136268 | 1.553554293539678e-06 |
|   23  | 14.381116034678923 | 14.381114156674116 | 1.553554293539678e-06 |
|   24  | 14.095443380306929 | 14.095441723358936 | 1.553554293539678e-06 |
|   25  | 14.124131736755372 | 14.124130282279772 | 1.553554293539678e-06 |
|   26  | 14.195997006342962 | 14.195995522523537 | 1.553554293539678e-06 |
|   27  | 14.09269838479849  | 14.092696573306352 | 1.553554293539678e-06 |
|   28  | 14.049476334987542 | 14.049474725967798 | 1.553554293539678e-06 |
|   29  | 14.131719930599898 | 14.13171811910776  | 1.553554293539678e-06 |
|   30  | 13.99878993205535  | 13.998788352379432 | 1.553554293539678e-06 |
|   31  | 14.107216605162009 | 14.107214948214017 | 1.553554293539678e-06 |
